     index            Field [G]         Intensity []
       880     3355.92375366569            -10795959
       881     3356.02150537634            -10914955
       882       3356.119257087            -10644586
       883     3356.21700879765            -10554085
       884     3356.31476050831            -10885659
       885     3356.41251221896            -10882444
       886     3356.51026392962            -10665291
       887     3356.60801564027            -10882164
       888     3356.70576735093            -11047546
       889     3356.80351906158            -11066875
       890     3356.90127077224            -10962326
       891     3356.99902248289            -10872033
       892     3357.09677419355            -11286924
       893      3357.1945259042            -11078521
       894     3357.29227761486            -10843382
       895     3357.39002932551            -10613864
       896     3357.48778103617            -10724776
       897     3357.58553274682            -10942767
       898     3357.68328445748            -10807517
       899     3357.78103616813            -10645282
       900     3357.87878787879            -10618151
       901     3357.97653958944            -10782290
       902      3358.0742913001            -10943259
       903     3358.17204301075            -10729239
       904     3358.26979472141            -10487798
       905     3358.36754643206            -10415957
       906     3358.46529814272            -10505990
       907     3358.56304985337            -10732847
       908     3358.66080156403            -10665533
       909     3358.75855327468            -10500928
       910     3358.85630498534            -10114271
       911     3358.95405669599            -10553994
       912     3359.05180840665            -10901401
       913      3359.1495601173            -10674102
       914     3359.24731182796            -10493741
       915     3359.34506353861            -10194781
       916     3359.44281524927            -10651128
       917     3359.54056695992            -10589705
       918     3359.63831867058            -10362112
       919     3359.73607038123            -10437552
       920     3359.83382209189            -10881576
       921     3359.93157380254            -10315546
       922      3360.0293255132            -10804541
       923     3360.12707722385            -10553454
       924     3360.22482893451            -10549665
       925     3360.32258064516            -10257983
       926     3360.42033235582            -10387926
       927     3360.51808406647            -10570849
       928     3360.61583577713            -10793448
       929     3360.71358748778            -10745527
       930     3360.81133919844            -10967100
       931     3360.90909090909            -10938135
       932     3361.00684261975            -11014973
       933      3361.1045943304            -10802759
       934     3361.20234604106            -10599142
       935     3361.30009775171            -10742191
       936     3361.39784946237            -10792795
       937     3361.49560117302            -10701027
       938     3361.59335288368            -10624531
       939     3361.69110459433            -10564680
       940     3361.78885630499            -10838978
       941     3361.88660801564            -10388993
       942      3361.9843597263            -10469386
       943     3362.08211143695            -10598493
       944      3362.1798631476            -10412603
       945     3362.27761485826            -10306550
       946     3362.37536656892            -10340839
       947     3362.47311827957            -10486425
       948     3362.57086999022            -10494105
       949     3362.66862170088            -10311689
       950     3362.76637341153            -10458769
       951     3362.86412512219            -10514024
       952     3362.96187683284            -10532512
       953      3363.0596285435            -10525677
       954     3363.15738025415            -10339914
       955     3363.25513196481             -9909801
       956     3363.35288367546             -9931780
       957     3363.45063538612            -10272364
       958     3363.54838709677            -10356830
       959     3363.64613880743            -10368728
       960     3363.74389051808            -10375278
       961     3363.84164222874            -10269919
       962     3363.93939393939            -10146761
       963     3364.03714565005            -10232656
       964      3364.1348973607            -10442131
       965     3364.23264907136            -10365590
       966     3364.33040078201            -10652871
       967     3364.42815249267            -10514674
       968     3364.52590420332            -10514835
       969     3364.62365591398            -10603326
       970     3364.72140762463            -10860237
       971     3364.81915933529            -10320951
       972     3364.91691104594            -10682521
       973      3365.0146627566            -10365636
       974     3365.11241446725            -10565039
       975     3365.21016617791            -10736086
       976     3365.30791788856            -10487715
       977     3365.40566959922            -10506835
       978     3365.50342130987            -10601358
       979     3365.60117302053            -10422248
       980     3365.69892473118            -10732917
       981     3365.79667644184            -10529782
       982     3365.89442815249            -10540875
       983     3365.99217986315            -10362257
       984      3366.0899315738            -10085006
       985     3366.18768328446            -10510649
       986     3366.28543499511            -10433804
       987     3366.38318670577            -10556875
       988     3366.48093841642            -10478990
       989     3366.57869012708            -10271470
       990     3366.67644183773            -10476221
       991     3366.77419354839            -10541299
       992     3366.87194525904            -10856530
       993      3366.9696969697            -10759052
       994     3367.06744868035            -10570856
       995     3367.16520039101            -10483823
       996     3367.26295210166            -10899710
       997     3367.36070381232            -10797672
       998     3367.45845552297            -10593214
       999     3367.55620723363            -10642328
      1000     3367.65395894428            -10706856
      1001     3367.75171065494            -10905645
      1002     3367.84946236559            -10720230
      1003     3367.94721407625            -10595573
      1004      3368.0449657869            -10458094
      1005     3368.14271749756            -10373037
      1006     3368.24046920821            -10290678
      1007     3368.33822091887            -10500988
      1008     3368.43597262952            -10603233
      1009     3368.53372434018            -10748700
      1010     3368.63147605083            -10409881
      1011     3368.72922776149            -10881987
      1012     3368.82697947214            -10564308
      1013      3368.9247311828            -10629800
      1014     3369.02248289345            -10276788
      1015     3369.12023460411            -10020057
      1016     3369.21798631476            -10236988
      1017     3369.31573802542            -10348921
      1018     3369.41348973607            -10214113
      1019     3369.51124144673            -10320191
      1020     3369.60899315738            -10502388
      1021     3369.70674486804            -10249595
      1022     3369.80449657869            -10382066
      1023     3369.90224828935            -10312183
      1024                 3370            -10201928
